source,destination,src_index,dst_index,traversals,segment_km,allocated_km,delta_lat,delta_lon,src_lat,src_lon,dst_lat,dst_lon,log_traversals,src_out_degree,dst_in_degree,mean_avg_speed_kmh,mean_traffic_delay_minutes,mean_weather_delay_minutes,mean_vehicle_max_weight_kg,mean_vehicle_length_m,mean_vehicle_width_m,mean_vehicle_height_m,mean_cargo_volume_m3,mean_cargo_weight_kg,mean_load_factor,mean_breaks_required,share_peak_season,share_weekend,share_compliant,share_adverse_weather,target_cheapest,target_fastest,target_greenest
Nottingham Hub,Stoke-on-Trent,41,53,9.0,68.58441497351966,86.59598283238347,0.0478999999999985,1.0212999999999999,52.9548,-1.1581,53.0027,-2.1794,2.302585092994046,154.0,375.0,61.78888888888888,7.633333333333334,9.333333333333334,27333.333333333332,12.11111111111111,2.511111111111111,3.7111111111111117,66.11111111111111,18113.222222222223,0.665888888888889,0.4444444444444444,0.2222222222222222,0.3333333333333333,1.0,0.3333333333333333,170.73183281962622,1.4636843738713639,74.82898580748159
Stoke-on-Trent,Liverpool Port,53,27,15.0,70.52875524868045,87.30712318321004,0.4025999999999996,0.8183000000000002,53.0027,-2.1794,53.4053,-2.9977,2.772588722239781,375.0,161.0,62.186666666666675,6.253333333333333,11.066666666666666,31066.666666666668,12.933333333333334,2.5133333333333336,3.8133333333333326,73.0,21430.933333333334,0.7066666666666667,0.2,0.3333333333333333,0.4,0.9333333333333333,0.26666666666666666,178.65612068423712,1.4493681147430484,74.73478871956209
Portsmouth Port,Toddington Services,45,59,7.0,134.09583667625182,163.4102101227299,1.1503000000000014,0.5802,50.8025,-1.1088,51.9528,-0.5286,2.0794415416798357,168.0,111.0,64.78571428571429,11.714285714285714,5.285714285714286,32000.0,13.0,2.5142857142857147,3.8142857142857145,73.57142857142857,17427.285714285714,0.5785714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.14285714285714285,320.11215601564555,2.7328850640383076,137.88934872314397
Toddington Services,A1/A14 Junction,59,1,2.0,46.38473111579818,57.62720529531616,0.38049999999999784,0.27859999999999996,51.9528,-0.5286,52.3333,-0.25,1.0986122886681098,111.0,259.0,66.15,0.0,0.0,44000.0,16.5,2.55,4.0,100.0,18361.5,0.4175,0.5,0.0,0.0,1.0,0.0,129.87794023789507,0.9312773726650296,49.83813960228802
A1/A14 Junction,Leicester Forest East,1,26,1.0,69.62653009706831,83.39577750619218,0.2834000000000003,0.9167000000000001,52.3333,-0.25,52.6167,-1.1667,0.6931471805599453,259.0,425.0,67.0,0.0,0.0,44000.0,16.5,2.55,4.0,100.0,17909.0,0.407,1.0,0.0,0.0,1.0,0.0,167.07175722610108,1.4223824238670022,77.60888941443277
Leicester Forest East,ProLogis Park DC,26,47,9.0,43.107236233190854,54.26507187882357,0.11359999999999815,0.6096999999999999,52.6167,-1.1667,52.5031,-1.7764,2.302585092994046,425.0,156.0,61.8111111111111,6.833333333333333,10.88888888888889,34888.88888888889,13.5,2.516666666666667,3.8666666666666663,78.33333333333333,23483.11111111111,0.69,0.7777777777777778,0.3333333333333333,0.4444444444444444,1.0,0.3333333333333333,110.5568725117875,0.9633540330195292,45.87934412884339
Stoke-on-Trent,M6 J10 Walsall,53,33,28.0,45.338179962792104,56.96580360925727,0.38939999999999486,0.19999999999999973,53.0027,-2.1794,52.6133,-1.9794,3.367295829986474,375.0,302.0,60.82500000000001,4.3500000000000005,7.357142857142857,31142.85714285714,13.107142857142858,2.5178571428571423,3.796428571428571,73.39285714285714,20978.714285714286,0.6610714285714288,0.8928571428571429,0.35714285714285715,0.21428571428571427,0.9642857142857143,0.25,114.3806510881018,1.0379781074957974,48.413752153017874
M6 J10 Walsall,M1/M6 Junction,33,30,24.0,51.88262248167675,65.20382710321964,0.027200000000000557,0.7669000000000001,52.6133,-1.9794,52.5861,-1.2125,3.2188758248682006,302.0,498.0,62.09166666666667,5.075,6.458333333333333,30250.0,13.020833333333334,2.5187499999999994,3.774999999999999,71.875,18973.083333333332,0.6228333333333335,0.8333333333333334,0.4166666666666667,0.3333333333333333,0.9583333333333334,0.16666666666666666,131.22342357096971,1.1607294135671902,55.32721335553097
Magna Park DC,Watford Gap,36,62,7.0,15.410039065041193,18.855507447900646,0.13049999999999784,0.07640000000000002,52.4372,-1.1986,52.3067,-1.1222,2.0794415416798357,149.0,391.0,63.3,15.642857142857142,4.714285714285714,28285.714285714286,11.714285714285714,2.5,3.757142857142857,65.71428571428571,13841.714285714286,0.4992857142857143,0.0,0.14285714285714285,0.0,1.0,0.14285714285714285,42.77638301074547,0.29922870515146677,15.918557211722206
Watford Gap,DIRFT Daventry,62,11,31.0,6.072484548528704,7.504591256858763,0.04930000000000234,0.03839999999999999,52.3067,-1.1222,52.2574,-1.1606,3.4657359027997265,391.0,168.0,61.6967741935484,10.07741935483871,4.032258064516129,32129.032258064515,13.209677419354838,2.5177419354838704,3.812903225806451,75.16129032258064,19241.387096774193,0.5898709677419355,0.3870967741935484,0.0967741935483871,0.2903225806451613,0.967741935483871,0.12903225806451613,15.434038591192447,0.12808004971718992,6.387042409106937
Dover Port,Peterborough,14,44,19.0,192.57341790456167,239.25514683194544,1.441600000000001,1.5538999999999998,51.1279,1.3134,52.5695,-0.2405,2.995732273553991,168.0,291.0,62.36315789473687,4.963157894736842,7.894736842105263,29894.736842105263,12.789473684210526,2.5157894736842104,3.7684210526315787,71.57894736842105,18033.157894736843,0.6212105263157894,1.3157894736842106,0.0,0.3157894736842105,0.9473684210526315,0.3157894736842105,469.18700597178423,4.300776907937983,200.91072492754188
Peterborough,Coventry,44,10,17.0,88.48198371210718,109.72661598320632,0.16270000000000095,1.2792000000000001,52.5695,-0.2405,52.4068,-1.5197,2.8903717578961645,291.0,520.0,62.047058823529426,5.547058823529412,8.235294117647058,28235.29411764706,12.352941176470589,2.511764705882353,3.741176470588235,68.23529411764706,17462.529411764706,0.6331176470588235,1.3529411764705883,0.0,0.23529411764705882,0.9411764705882353,0.29411764705882354,215.15129615444607,1.9770888007304308,92.13083646815328
Coventry,Tibshelf Services,10,57,26.0,82.61728217351987,101.1134577500144,0.7349000000000032,0.18080000000000007,52.4068,-1.5197,53.1417,-1.3389,3.295836866004329,520.0,547.0,63.04615384615385,6.096153846153846,3.269230769230769,30615.384615384617,13.192307692307692,2.5192307692307687,3.796153846153845,73.26923076923077,19542.23076923077,0.6436153846153844,1.3461538461538463,0.11538461538461539,0.15384615384615385,1.0,0.19230769230769232,200.3932815580258,1.8084282401298557,83.45681558653084
Manchester Central,Tibshelf Services,37,57,18.0,70.89552509814692,86.72908054525712,0.33910000000000196,0.9037,53.4808,-2.2426,53.1417,-1.3389,2.9444389791664403,163.0,547.0,62.05555555555557,11.344444444444443,9.666666666666666,35555.555555555555,14.527777777777779,2.5305555555555554,3.888888888888889,82.77777777777777,23253.61111111111,0.6485,0.3333333333333333,0.1111111111111111,0.2777777777777778,1.0,0.2777777777777778,174.21540622873738,1.4452513645110883,74.50492759600219
Tibshelf Services,Manchester Central,57,37,17.0,70.89552509814692,88.88769348864949,0.33910000000000196,0.9037,53.1417,-1.3389,53.4808,-2.2426,2.8903717578961645,547.0,188.0,63.188235294117646,1.9,11.764705882352942,32117.647058823528,13.5,2.520588235294117,3.829411764705882,75.29411764705883,22132.882352941175,0.6672352941176469,0.6470588235294118,0.23529411764705882,0.29411764705882354,1.0,0.35294117647058826,177.40437034408222,1.5082688576237107,75.1820862302556
Trafford Park DC,Stafford,60,52,15.0,74.58254271374439,93.26014971845906,0.6601999999999961,0.19740000000000002,53.4668,-2.3141,52.8066,-2.1167,2.772588722239781,141.0,411.0,63.38000000000001,7.920000000000001,17.0,29333.333333333332,12.233333333333333,2.51,3.7399999999999998,69.0,21028.266666666666,0.7233333333333332,0.7333333333333333,0.13333333333333333,0.3333333333333333,1.0,0.3333333333333333,185.4926324795936,1.6001308617994268,78.67104202474913
Stafford,Frankley Services,52,18,29.0,43.16501322122697,53.13561278691228,0.3838000000000008,0.09589999999999987,52.8066,-2.1167,52.4228,-2.0208,3.4011973816621555,411.0,300.0,62.48275862068966,7.106896551724139,7.931034482758621,34689.65517241379,13.96551724137931,2.524137931034482,3.8655172413793095,80.34482758620689,22807.275862068964,0.664689655172414,0.8275862068965517,0.2413793103448276,0.20689655172413793,0.9655172413793104,0.20689655172413793,106.4728569435573,0.9302665737019837,45.07047653596429
Frankley Services,ProLogis Park DC,18,47,13.0,18.811774304194365,23.575277958006254,0.08030000000000115,0.24439999999999995,52.4228,-2.0208,52.5031,-1.7764,2.6390573296152584,300.0,156.0,62.44615384615385,7.792307692307693,23.076923076923077,30307.69230769231,12.576923076923077,2.511538461538462,3.7769230769230764,70.76923076923077,18950.846153846152,0.6357692307692306,0.6923076923076923,0.23076923076923078,0.38461538461538464,0.9230769230769231,0.38461538461538464,46.35264860349794,0.4120815169594908,19.930253399092084
Frankley Services,Felixstowe Port,18,17,7.0,235.6023421184777,302.06367700662656,0.4661000000000044,3.3719,52.4228,-2.0208,51.9567,1.3511,2.0794415416798357,300.0,160.0,64.2,3.5142857142857147,9.714285714285714,32285.714285714286,13.642857142857142,2.5214285714285714,3.842857142857143,75.71428571428571,21500.285714285714,0.6652857142857141,1.2857142857142858,0.42857142857142855,0.2857142857142857,1.0,0.2857142857142857,595.7918079874695,5.273928719417428,256.50865866670483
Dover Port,Derby,14,12,4.0,276.0256958650945,335.69407380895814,1.794700000000006,2.788,51.1279,1.3134,52.9226,-1.4746,1.6094379124341003,168.0,391.0,61.975,17.25,0.0,25500.0,12.125,2.5125,3.7,63.75,14702.5,0.5710000000000001,2.0,0.25,0.25,1.0,0.0,650.7327437803687,6.087217529243395,275.50457711793473
Derby,Edinburgh Hub,12,16,4.0,354.7251210784712,431.4059261910419,3.030699999999996,1.7137,52.9226,-1.4746,55.9533,-3.1883,1.6094379124341003,391.0,153.0,61.975,17.25,0.0,25500.0,12.125,2.5125,3.7,63.75,14702.5,0.5710000000000001,2.0,0.25,0.25,1.0,0.0,836.2672562196315,7.822782470756606,354.0554228820654
M1/M6 Junction,Coventry,30,10,32.0,28.809445036848043,35.8994658445317,0.1793000000000049,0.30720000000000014,52.5861,-1.2125,52.4068,-1.5197,3.4965075614664802,498.0,520.0,62.92187500000001,4.700000000000001,4.125,32687.5,13.671875,2.523437499999999,3.8281249999999996,76.25,21545.375,0.6687500000000002,0.0625,0.15625,0.25,0.9375,0.1875,77.87032230260807,0.5771150567649381,29.757810832662816
Liverpool Port,Knutsford Services,27,23,30.0,40.48202716372352,50.601648104796546,0.10639999999999361,0.5832999999999999,53.4053,-2.9977,53.2989,-2.4144,3.4339872044851463,167.0,242.0,63.276666666666664,3.74,4.133333333333334,30533.333333333332,12.65,2.511666666666666,3.786666666666666,70.66666666666667,21316.8,0.6958,0.7666666666666667,0.36666666666666664,0.26666666666666666,1.0,0.13333333333333333,100.14973250856471,0.867156701741123,43.76781154888735
Trafford Park DC,Wolverhampton,60,64,1.0,98.7095580427943,131.9234610005616,0.8806999999999974,0.18520000000000003,53.4668,-2.3141,52.5861,-2.1289,0.6931471805599453,141.0,363.0,64.5,0.0,0.0,32000.0,12.0,2.5,3.8,70.0,19241.0,0.601,1.0,0.0,1.0,1.0,0.0,266.97269585245095,2.375061311191475,115.7063140808919
Wolverhampton,Bristol Port,64,4,1.0,126.13462029280454,168.57653899943844,1.075800000000001,0.5850000000000004,52.5861,-2.1289,51.5103,-2.7139,0.6931471805599453,363.0,167.0,64.5,0.0,0.0,32000.0,12.0,2.5,3.8,70.0,19241.0,0.601,1.0,0.0,1.0,1.0,0.0,341.1473041475491,3.0349386888085257,147.85368591910813
Tibshelf Services,Tamworth,57,55,18.0,61.2379788195352,77.5785058158635,0.5080999999999989,0.3521000000000001,53.1417,-1.3389,52.6336,-1.691,2.9444389791664403,547.0,449.0,61.65000000000001,11.377777777777778,3.2222222222222223,30777.777777777777,13.055555555555555,2.5166666666666666,3.7999999999999994,73.05555555555556,19678.38888888889,0.6201666666666665,1.0555555555555556,0.05555555555555555,0.1111111111111111,0.8333333333333334,0.05555555555555555,157.32968307260032,1.4027931242806233,66.00576808619698
Leeds Central,Woodall Services,25,65,6.0,57.548596563345995,72.97283970545497,0.4750000000000014,0.34599999999999986,53.8008,-1.5491,53.3258,-1.2031,1.9459101490553132,177.0,391.0,61.36666666666667,4.716666666666667,0.0,25000.0,11.75,2.5083333333333333,3.6833333333333336,63.333333333333336,17699.0,0.7084999999999999,0.8333333333333334,0.5,0.3333333333333333,0.8333333333333334,0.0,143.2148696902548,1.2746396819697066,62.10902750057577
Woodall Services,Charnock Richard,65,8,2.0,104.50603196603844,132.8972004491903,0.3049999999999997,1.4937999999999998,53.3258,-1.2031,53.6308,-2.6969,1.0986122886681098,391.0,172.0,62.85,0.0,0.0,35000.0,14.25,2.525,3.9,82.5,26240.5,0.7585,1.5,0.5,0.5,0.5,0.0,260.6005322859842,2.413162686245657,110.12931988429412
Charnock Richard,Lancaster,8,24,2.0,46.76967908143015,59.47560441151387,0.41610000000000014,0.1041000000000003,53.6308,-2.6969,54.0469,-2.801,1.0986122886681098,172.0,125.0,62.85,0.0,0.0,35000.0,14.25,2.525,3.9,82.5,26240.5,0.7585,1.5,0.5,0.5,0.5,0.0,116.6267921015907,1.0799648812966947,49.286274213515625
Lancaster,Edinburgh Hub,24,16,3.0,213.41569198660522,269.9926411544547,1.9063999999999979,0.38729999999999976,54.0469,-2.801,55.9533,-3.1883,1.3862943611198906,125.0,153.0,61.0,2.2333333333333334,0.0,36666.666666666664,15.0,2.533333333333333,3.9333333333333336,85.0,26829.333333333332,0.739,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,534.1841107258725,5.096300470279366,223.77083940280247
M62 J26 Chain Bar,Stoke-on-Trent,34,53,5.0,87.74016139813475,110.19295247793441,0.7270000000000039,0.5140999999999998,53.7297,-1.6653,53.0027,-2.1794,1.791759469228055,309.0,375.0,63.52,11.24,0.0,37200.0,15.2,2.54,3.9,86.0,22782.4,0.6140000000000001,0.8,0.2,0.6,1.0,0.0,218.96468054214034,1.94373213577216,91.789593324229
Stoke-on-Trent,Knutsford Services,53,23,3.0,36.474018972352674,45.56069273979484,0.296200000000006,0.23500000000000032,53.0027,-2.1794,53.2989,-2.4144,1.3862943611198906,375.0,242.0,65.26666666666667,11.200000000000001,0.0,42666.666666666664,16.5,2.55,4.0,96.66666666666667,28731.333333333332,0.665,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,89.49122673430507,0.7923608538797963,37.44290260722037
Leeds Central,Derby,25,12,15.0,97.77655788961468,124.75648196381813,0.8781999999999996,0.07450000000000001,53.8008,-1.5491,52.9226,-1.4746,2.772588722239781,177.0,391.0,60.406666666666666,7.3,2.6666666666666665,31200.0,12.933333333333334,2.5133333333333336,3.8133333333333326,72.66666666666667,21282.8,0.6914,0.9333333333333333,0.13333333333333333,0.2,1.0,0.13333333333333333,254.99565758055763,2.309768037733945,106.97187277057641
Derby,Rugby,12,49,13.0,62.964237200867466,80.41208000414403,0.5518000000000001,0.20950000000000002,52.9226,-1.4746,52.3708,-1.2651,2.6390573296152584,391.0,393.0,61.00769230769231,9.607692307692307,5.153846153846154,32153.846153846152,13.23076923076923,2.5153846153846158,3.8384615384615377,74.61538461538461,22159.0,0.6946923076923077,1.0,0.23076923076923078,0.23076923076923078,1.0,0.23076923076923078,165.40643462561485,1.4750482264485387,69.50475659980182
Portsmouth Port,Oxford,45,43,8.0,106.086462724827,132.84716917060524,0.9495000000000005,0.14890000000000003,50.8025,-1.1088,51.752,-1.2577,2.1972245773362196,168.0,210.0,59.150000000000006,7.2375,0.0,34250.0,14.0,2.525,3.8625000000000003,80.0,20718.375,0.617875,1.0,0.375,0.5,0.75,0.0,261.59456321864167,2.5514484708469802,106.95175312573961
Oxford,Northampton,43,40,12.0,59.50826223418286,73.1520716281778,0.4884999999999948,0.3550000000000001,51.752,-1.2577,52.2405,-0.9027,2.5649493574615367,210.0,363.0,60.59166666666667,5.383333333333334,2.9166666666666665,35166.666666666664,14.458333333333334,2.529166666666667,3.891666666666667,80.83333333333333,21691.666666666668,0.6184166666666667,0.5833333333333334,0.16666666666666666,0.25,0.9166666666666666,0.16666666666666666,154.71704768593477,1.2991101882997993,62.885776916064486
Southampton Port,Watford Gap,51,62,21.0,158.0297917129502,198.0098513181612,1.4110000000000014,0.27359999999999984,50.8957,-1.3958,52.3067,-1.1222,3.091042453358316,171.0,391.0,63.171428571428564,8.771428571428572,12.476190476190476,34095.23809523809,13.642857142857142,2.5214285714285714,3.8428571428571416,78.80952380952381,22151.95238095238,0.6558095238095238,0.8095238095238095,0.2857142857142857,0.42857142857142855,0.9047619047619048,0.19047619047619047,389.78834175664934,3.4803668148563456,168.73050581987914
Glasgow Central,Charnock Richard,19,8,6.0,267.62601806458815,347.14973474036856,2.233399999999996,1.5549000000000004,55.8642,-4.2518,53.6308,-2.6969,1.9459101490553132,155.0,172.0,62.916666666666664,0.5333333333333333,7.5,33666.666666666664,13.916666666666666,2.525,3.85,80.0,21179.166666666668,0.6141666666666666,1.5,0.6666666666666666,0.16666666666666666,1.0,0.16666666666666666,676.8968216548344,6.233671365777038,285.7728799495165
Knutsford Services,Hull Port,23,22,4.0,146.85602694538392,186.32771992510396,0.43439999999999657,2.0977,53.2989,-2.4144,53.7333,-0.3167,1.6094379124341003,242.0,151.0,63.325,0.8,11.25,37500.0,14.875,2.5374999999999996,3.875,87.5,18891.5,0.49574999999999997,1.5,0.75,0.0,1.0,0.25,365.50654499646964,3.331728911317376,154.71549633623889
Stoke-on-Trent,Woodall Services,53,65,19.0,74.34083374551993,92.4213609463523,0.3231000000000037,0.9762999999999997,53.0027,-2.1794,53.3258,-1.2031,2.995732273553991,375.0,391.0,62.35263157894736,6.28421052631579,4.842105263157895,33894.73684210526,14.052631578947368,2.5263157894736836,3.857894736842105,79.73684210526316,23088.57894736842,0.689421052631579,0.5789473684210527,0.21052631578947367,0.15789473684210525,0.9473684210526315,0.15789473684210525,183.77209210595396,1.5842675820758638,78.62358291612891
Woodall Services,Hopwood Park,65,21,5.0,122.57816763182272,152.7445367128745,0.971899999999998,0.8613,53.3258,-1.2031,52.3539,-2.0644,1.791759469228055,391.0,295.0,62.120000000000005,4.92,0.0,30800.0,13.4,2.5200000000000005,3.8200000000000003,74.0,22225.6,0.7376,1.0,0.2,0.0,1.0,0.0,304.0417267035763,2.7530668461024637,126.8485569416354
Hopwood Park,Magna Park DC,21,36,5.0,59.471601799436236,75.55996229790698,0.08329999999999416,0.8657999999999999,52.3539,-2.0644,52.4372,-1.1986,1.791759469228055,295.0,153.0,64.06,0.0,9.0,33600.0,14.3,2.53,3.8600000000000003,79.0,22429.8,0.6873999999999999,1.0,0.2,0.2,1.0,0.2,148.11238523807725,1.3477793656961232,61.20621949036026
Glasgow Central,M62 J26 Chain Bar,19,34,16.0,289.47638107283825,364.88387159150625,2.1344999999999956,2.5865,55.8642,-4.2518,53.7297,-1.6653,2.833213344056216,155.0,309.0,61.7,10.3125,2.6875,33125.0,13.4375,2.51875,3.8374999999999995,76.5625,20449.1875,0.6179375,1.875,0.25,0.1875,0.9375,0.125,720.094544937011,6.705126506940701,301.9278685444356
M62 J26 Chain Bar,Tibshelf Services,34,57,30.0,68.86472569805572,85.96409556848621,0.588000000000001,0.3264,53.7297,-1.6653,53.1417,-1.3389,3.4339872044851463,309.0,547.0,61.77333333333333,10.293333333333331,4.866666666666666,32800.0,13.633333333333333,2.5233333333333325,3.823333333333333,77.16666666666667,19663.0,0.6054666666666665,1.1,0.3333333333333333,0.3,0.9666666666666667,0.13333333333333333,169.00992898485032,1.517692850837022,72.21298251104108
Tibshelf Services,Leicester Forest East,57,26,18.0,59.51008208328315,74.06192618909617,0.5249999999999986,0.1721999999999999,53.1417,-1.3389,52.6167,-1.1667,2.9444389791664403,547.0,425.0,61.59444444444445,10.355555555555556,2.388888888888889,33777.77777777778,13.777777777777779,2.5222222222222217,3.855555555555555,78.33333333333333,21735.944444444445,0.6386666666666667,1.7777777777777777,0.16666666666666666,0.16666666666666666,0.9444444444444444,0.1111111111111111,146.47275365819624,1.3637126607594305,61.565064591217265
Leicester Forest East,Northampton,26,40,12.0,45.50018461918808,57.745474869909565,0.3762000000000043,0.2640000000000001,52.6167,-1.1667,52.2405,-0.9027,2.5649493574615367,425.0,363.0,62.974999999999994,13.75,3.5833333333333335,33000.0,13.333333333333334,2.5166666666666666,3.8416666666666663,76.25,21102.666666666668,0.645,2.0,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.16666666666666666,113.60331792924188,1.0407833856948583,47.13316404937774
Northampton,Bristol Port,40,4,17.0,148.49314768696607,181.70972223009355,0.7301999999999964,1.8112000000000004,52.2405,-0.9027,51.5103,-2.7139,2.8903717578961645,363.0,167.0,60.5,6.852941176470588,3.8823529411764706,32823.529411764706,13.617647058823529,2.520588235294117,3.8470588235294114,76.76470588235294,21151.70588235294,0.6545882352941177,1.4705882352941178,0.11764705882352941,0.35294117647058826,0.7647058823529411,0.17647058823529413,360.6622557152452,3.370867879684088,155.483397707904
M62 J26 Chain Bar,Doncaster iPort,34,13,8.0,47.89356639765736,60.40472124002242,0.2265999999999977,0.6174999999999999,53.7297,-1.6653,53.5031,-1.0478,2.1972245773362196,309.0,169.0,62.087500000000006,14.525,8.25,29750.0,12.625,2.5125,3.775,69.375,18826.75,0.6121250000000001,0.375,0.0,0.125,1.0,0.25,117.97540827186694,1.0265587804651175,51.10112974472767
M62 J26 Chain Bar,Hull Port,34,22,6.0,88.71004081938933,110.01046357153768,0.0035999999999987153,1.3486,53.7297,-1.6653,53.7333,-0.3167,1.9459101490553132,309.0,151.0,64.53333333333335,9.433333333333332,7.0,32000.0,13.166666666666666,2.516666666666667,3.816666666666667,74.16666666666667,20608.5,0.6823333333333332,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,213.13767932338035,1.860016496093923,90.06385521940452
Manchester Central,Wetherby Services,37,63,9.0,76.45084210034815,95.92471482125629,0.46359999999999957,0.8578999999999999,53.4808,-2.2426,53.9444,-1.3847,2.302585092994046,163.0,280.0,62.300000000000004,7.066666666666666,7.111111111111111,35555.555555555555,14.555555555555555,2.533333333333333,3.8666666666666663,82.22222222222223,19884.666666666668,0.5901111111111111,1.2222222222222223,0.2222222222222222,0.4444444444444444,0.7777777777777778,0.2222222222222222,187.06287980407822,1.712142613232717,78.69666382194913
Wetherby Services,Rugby,63,49,23.0,175.15811788252395,218.56954906629946,1.573599999999999,0.11960000000000015,53.9444,-1.3847,52.3708,-1.2651,3.1780538303479458,280.0,393.0,60.752173913043485,9.98695652173913,3.739130434782609,31217.391304347828,13.26086956521739,2.5217391304347823,3.7826086956521734,73.69565217391305,17851.260869565216,0.5836521739130435,1.3478260869565217,0.17391304347826086,0.30434782608695654,0.8260869565217391,0.13043478260869565,432.96993003146804,4.035238490157775,179.22464087792054
Coventry,Birmingham Central,10,2,26.0,26.629806936620188,33.357443648815405,0.07939999999999969,0.37070000000000003,52.4068,-1.5197,52.4862,-1.8904,3.295836866004329,520.0,180.0,60.93846153846154,8.688461538461537,6.884615384615385,31384.615384615383,13.096153846153847,2.517307692307692,3.7999999999999994,73.46153846153847,21195.96153846154,0.6721923076923078,0.34615384615384615,0.07692307692307693,0.15384615384615385,1.0,0.2692307692307692,79.33241812133325,0.5725125417325955,28.327244807377078
Tamworth,Knutsford Services,55,23,7.0,88.42894553093778,111.26955656538586,0.665300000000002,0.7234,52.6336,-1.691,53.2989,-2.4144,2.0794415416798357,449.0,242.0,62.92857142857143,23.728571428571428,7.428571428571429,39428.57142857143,15.214285714285714,2.5357142857142856,3.942857142857143,88.57142857142857,21112.14285714286,0.5477142857142857,0.5714285714285714,0.5714285714285714,0.42857142857142855,1.0,0.14285714285714285,219.16578710912225,1.88790524490264,95.10728389990109
East Midlands Gateway,Stafford,15,52,8.0,53.05068528167942,66.33032135730448,0.024699999999995725,0.7883999999999998,52.8313,-1.3283,52.8066,-2.1167,2.1972245773362196,156.0,411.0,60.137499999999996,8.649999999999999,2.75,31000.0,13.1875,2.5187500000000003,3.8000000000000003,73.75,16764.0,0.5495,1.0,0.25,0.25,1.0,0.125,130.59610930076906,1.2140553111546308,54.934840182453726
Stafford,Peterborough,52,44,7.0,129.1734370543511,158.66559321735434,0.2371000000000052,1.8761999999999999,52.8066,-2.1167,52.5695,-0.2405,2.0794415416798357,411.0,291.0,61.55714285714286,15.485714285714284,0.0,29142.85714285714,12.714285714285714,2.5142857142857147,3.771428571428572,70.0,16108.42857142857,0.5691428571428572,1.0,0.14285714285714285,0.14285714285714285,1.0,0.0,311.169886188274,2.8362929142933093,131.32027487090065
Peterborough,Portsmouth Port,44,45,11.0,205.39333662607004,257.83107310237847,1.766999999999996,0.8683000000000001,52.5695,-0.2405,50.8025,-1.1088,2.4849066497880004,291.0,154.0,61.26363636363637,0.0,2.727272727272727,33090.90909090909,13.681818181818182,2.522727272727273,3.8363636363636364,77.27272727272727,20954.272727272728,0.6259090909090909,1.5454545454545454,0.09090909090909091,0.36363636363636365,1.0,0.18181818181818182,505.1380204861292,4.719618500627481,214.06274639228258
M25 J15 (M4),Dover Port,31,14,10.0,132.3505746086337,163.44898439210755,0.3457000000000008,1.8216999999999999,51.4736,-0.5083,51.1279,1.3134,2.3978952727983707,96.0,180.0,61.830000000000005,4.4,0.0,29800.0,12.75,2.515,3.7700000000000005,71.0,17288.9,0.5814,0.5,0.2,0.3,0.9,0.0,318.3809132782372,2.802188905061697,138.35925097265059
Stoke-on-Trent,Charnock Richard,53,8,12.0,77.84263977718936,97.73770580677665,0.6281000000000034,0.5175000000000001,53.0027,-2.1794,53.6308,-2.6969,2.5649493574615367,375.0,172.0,60.21666666666667,2.283333333333333,7.333333333333333,38666.666666666664,15.583333333333334,2.541666666666667,3.9416666666666664,88.75,27380.083333333332,0.70375,0.9166666666666666,0.3333333333333333,0.3333333333333333,1.0,0.25,192.65648817577275,1.7570426899830605,83.2526939814375
Charnock Richard,Glasgow Central,8,19,9.0,267.62601806458815,332.9249652980716,2.233399999999996,1.5549000000000004,53.6308,-2.6969,55.8642,-4.2518,2.302585092994046,172.0,169.0,61.75555555555555,0.9666666666666666,0.0,31555.555555555555,13.555555555555555,2.522222222222222,3.822222222222223,74.44444444444444,22575.0,0.7211111111111111,1.6666666666666667,0.2222222222222222,0.3333333333333333,0.8888888888888888,0.0,657.9487502038077,6.108826790322775,281.60739516592673
Cambridge,Dover Port,5,14,6.0,145.27522328109578,190.0537267908061,1.0774000000000044,1.1916,52.2053,0.1218,51.1279,1.3134,1.9459101490553132,115.0,180.0,59.333333333333336,0.0,4.5,32000.0,12.75,2.5083333333333333,3.8333333333333335,73.33333333333333,20156.0,0.6395000000000001,1.6666666666666667,0.5,0.16666666666666666,1.0,0.16666666666666666,378.50956276457737,3.6136572397734343,162.60879851202642
Tilbury Port,London Gateway DC,58,29,7.0,8.098638116723352,10.185714285714285,0.05409999999999826,0.07829999999999998,51.4545,0.3584,51.5086,0.4367,2.0794415416798357,165.0,172.0,64.77142857142857,5.571428571428571,0.0,32000.0,13.642857142857142,2.521428571428572,3.842857142857143,76.42857142857143,22982.571428571428,0.7125714285714285,0.0,0.2857142857142857,0.14285714285714285,1.0,0.0,57.83428571428571,0.15999999999999998,8.745714285714286
