route_id,origin,origin_lat,origin_lon,origin_type,destination,destination_lat,destination_lon,destination_type,waypoint_1,waypoint_1_lat,waypoint_1_lon,waypoint_2,waypoint_2_lat,waypoint_2_lon,waypoint_3,waypoint_3_lat,waypoint_3_lon,distance_miles,vehicle_type,vehicle_capacity_tons,cargo_type,cargo_weight_tons,pickup_datetime,delivery_datetime,estimated_duration_hours,fuel_cost_gbp,total_cost_gbp,co2_emissions_kg,priority,driver_id,pickup_hour,pickup_day_of_week,pickup_day_name,is_weekend,is_peak_hour,weather_condition,traffic_condition,delay_risk,on_time,actual_duration_hours,customer_rating,route_efficiency,capacity_utilization,cost_per_mile,origin_is_major_city,destination_is_major_city,origin_is_port,destination_is_port,origin_is_distribution,destination_is_distribution,origin_is_city,destination_is_city,origin_is_junction,destination_is_junction,is_long_haul,is_express,is_heavy_cargo,origin_centrality,destination_centrality,weather_risk,traffic_risk,overall_risk,distance_miles_normalized,cargo_weight_tons_normalized,estimated_duration_hours_normalized,fuel_cost_gbp_normalized,total_cost_gbp_normalized,co2_emissions_kg_normalized,capacity_utilization_normalized,cost_per_mile_normalized,route_efficiency_normalized
UK_00984,Reading,51.4543,-0.9781,city,London,51.5074,-0.1278,major_city,Swansea,51.6214,-3.9436,Norwich,52.6309,1.2974,,,,568.1,HGV_44t,26,E-commerce,23.38,7/31/2025 22:22,8/1/2025 13:22,15,823.69,1274.05,490.3,Express,DRV_3332,22,3,Thursday,0,0,Light Rain,Light,0.1,FALSE,16.95900271,1,0.869399819,0.899230769,2.242650942,0,1,0,0,0,0,1,0,0,0,1,1,1,0.5,1,0.3,0.1,0.166666667,0.113688211,2.046064761,0.166975395,0.403785052,0.326591362,0.969600036,1.733229768,0.386704939,-0.309024401
UK_00985,Derby,52.9226,-1.4746,major_city,Brighton,50.8225,-0.1372,city,Warrington,53.39,-2.597,,,,,,,336.1,HGV_44t,26,Electronics,12.72,7/13/2025 18:05,7/14/2025 3:20,9.25,487.41,855.85,157.8,Express,DRV_2554,18,6,Sunday,1,1,Clear,Moderate,0.2,TRUE,8.887106029,5,1,0.489230769,2.546414758,1,0,0,0,0,0,0,1,0,0,1,1,1,0.5,0.5,0.1,0.3,0.2,-0.728125225,0.248615553,-0.613424257,-0.481845928,-0.449976153,-0.8058033,-0.643709571,1.229079001,0.671728652
UK_00986,Durham,54.7753,-1.5849,city,Grimsby,53.575,-0.075,port,Birmingham,52.4862,-1.8904,,,,,,,326.7,HGV_32t,20,Chemical Products,13.11,8/8/2025 14:38,8/8/2025 23:30,8.87,408.37,710.43,205.5,Standard,DRV_8384,14,4,Friday,0,0,Clear,Light,0.1,TRUE,8.995267157,5,0.985877434,0.6555,2.17456382,0,0,0,1,0,0,1,0,0,0,1,0,1,0.5,0.5,0.1,0.1,0.1,-0.762233183,0.31437589,-0.664998495,-0.690006605,-0.720010701,-0.55110634,0.320221833,0.197891056,0.565674056
UK_00987,Brighton,50.8225,-0.1372,city,Birmingham,52.4862,-1.8904,major_city,Birmingham Interchange,52.4506,-1.7242,Warrington,53.39,-2.597,Swansea,51.6214,-3.9436,603.6,HGV_44t,26,Construction Materials,7.86,7/28/2025 18:35,7/29/2025 12:02,17.44,875.28,1328.14,175.1,Next-Day,DRV_3347,18,0,Monday,0,1,Heavy Rain,Severe,0.7,FALSE,21.87467641,3,0.745718096,0.302307692,2.20036448,0,1,0,0,0,0,1,0,0,0,1,1,0,0.5,0.9,0.6,0.9,0.733333333,0.24250018,-0.570859414,0.498136292,0.539653086,0.427032627,-0.713428931,-1.727379851,0.269439429,-1.237822718
UK_00988,Portsmouth,50.8198,-1.088,major_city,Southampton,50.9097,-1.4044,major_city,Stirling,56.1165,-3.9369,Inverness,57.4778,-4.2247,Sunderland,54.9069,-1.3838,1221.5,HGV_32t,20,Food & Beverages,16.27,7/17/2025 11:50,7/18/2025 17:18,29.46,1526.92,2303.47,953.7,Same-Day,DRV_3590,11,3,Thursday,0,0,Cloudy,Light,0.1,TRUE,28.84980316,4,1,0.8135,1.885771592,1,1,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.2,0.1,0.133333333,2.484554154,0.847203235,2.12951087,2.255819887,2.23815074,3.443951631,1.23621309,-0.602964969,0.671728652
UK_00989,Norwich,52.6309,1.2974,city,Peterborough,52.5695,-0.2405,distribution,Scotch Corner,54.4033,-1.6622,Ipswich,52.0567,1.1482,,,,604.7,HGV_44t,26,Electronics,11.64,7/26/2025 15:44,7/27/2025 5:05,13.35,876.8,1290.46,259.9,Next-Day,DRV_4686,15,5,Saturday,1,0,Clear,Light,0.1,TRUE,12.7596056,5,1,0.447692308,2.134049942,0,0,0,0,0,1,1,0,0,0,1,1,1,0.5,0.5,0.1,0.1,0.1,0.246491537,0.066510005,-0.056965374,0.543656176,0.35706356,-0.260634336,-0.884525189,0.085541138,0.671728652
UK_00990,Milton Keynes,52.0406,-0.7594,distribution,Liverpool,53.4084,-2.9916,major_city,Newcastle,54.9783,-1.6178,Stirling,56.1165,-3.9369,,,,648.9,HGV_44t,26,Temperature Controlled,22.63,7/25/2025 17:09,7/26/2025 7:59,14.83,940.93,1388.18,542.3,Same-Day,DRV_7721,17,4,Friday,0,1,Cloudy,Heavy,0.4,FALSE,19.10729514,4,0.71157821,0.870384615,2.139281862,0,1,0,0,1,0,0,0,0,0,1,1,1,0.9,0.8,0.2,0.6,0.4,0.406871511,1.919602574,0.14390271,0.712549701,0.538522617,1.247257099,1.5659967,0.100049888,-1.494199061
UK_00991,Coventry,52.4068,-1.5197,distribution,Cardiff,51.4816,-3.1791,major_city,Preston,53.7632,-2.7031,Wolverhampton,52.5861,-2.1289,Exeter,50.7184,-3.5339,471.3,HGV_44t,26,Food & Beverages,22.02,7/16/2025 17:21,7/17/2025 6:12,12.84,683.36,1090.58,383.2,Next-Day,DRV_3004,17,2,Wednesday,0,1,Cloudy,Moderate,0.2,FALSE,15.22535566,1,0.814224637,0.846923077,2.313982601,0,1,0,0,1,0,0,0,0,0,1,1,1,0.5,0.5,0.2,0.3,0.233333333,-0.237551188,1.816746663,-0.126183431,0.034210307,-0.014099317,0.397733277,1.429980472,0.58451632,-0.723367074
UK_00992,Edinburgh,55.9533,-3.1883,major_city,Felixstowe,51.9567,1.3511,port,Ipswich,52.0567,1.1482,Warrington,53.39,-2.597,Norwich,52.6309,1.2974,996.5,HGV_18t,12,General Freight,4.87,7/11/2025 17:51,7/12/2025 22:43,28.86,1096.19,1827.43,388.4,Next-Day,DRV_1720,17,4,Friday,0,1,Light Rain,Heavy,0.4,FALSE,33.4075648,3,0.842426722,0.405833333,1.83384847,1,0,0,1,0,0,0,0,0,0,1,1,0,0.8,1,0.3,0.6,0.433333333,1.668140262,-1.075021997,2.048077863,1.121444271,1.354178478,0.425498983,-1.127198952,-0.746954113,-0.511581145
UK_00993,Leeds,53.8008,-1.5491,major_city,Worcester,52.1936,-2.2216,city,Derby,52.9226,-1.4746,,,,,,,152,HGV_32t,20,Retail,17.72,7/29/2025 4:34,7/29/2025 8:36,4.04,190,452.73,129.3,Standard,DRV_5627,4,1,Tuesday,0,0,Clear,Moderate,0.1,TRUE,3.904097935,5,1,0.886,2.978486842,1,0,0,0,0,0,0,1,0,0,0,0,1,0.8,0.5,0.1,0.3,0.166666667,-1.396133214,1.091696795,-1.320534204,-1.265108417,-1.198541186,-0.957980728,1.656525534,2.427267522,0.671728652
UK_00994,Warrington,53.39,-2.597,distribution,Sunderland,54.9069,-1.3838,city,Luton,51.8787,-0.42,,,,,,,458.5,HGV_44t,26,Metal Goods,18.27,8/2/2025 8:04,8/2/2025 21:55,13.85,664.81,1140.7,309.3,Next-Day,DRV_3699,8,5,Saturday,1,1,Light Rain,Moderate,0.2,TRUE,13.40010925,4,1,0.702692308,2.487895311,0,0,0,0,1,0,0,1,0,0,1,1,1,0.5,0.5,0.3,0.3,0.266666667,-0.283996067,1.184435731,0.010895465,-0.014643192,0.078969942,0.003139874,0.593815132,1.066797447,0.671728652
UK_00995,Rugby,52.3708,-1.2651,distribution,Durham,54.7753,-1.5849,city,Grimsby,53.575,-0.075,,,,,,,240.9,HGV_32t,20,Paper Products,9.67,8/6/2025 20:56,8/7/2025 2:26,5.49,301.17,474.74,111.8,Next-Day,DRV_8052,20,2,Wednesday,0,0,Cloudy,Light,0.1,TRUE,5.329540565,5,1,0.4835,1.970693234,0,0,0,0,1,0,0,1,0,0,1,1,0,0.5,0.5,0.2,0.1,0.133333333,-1.073559014,-0.265664005,-1.123737769,-0.972329792,-1.157670189,-1.051423009,-0.676933207,-0.367466913,0.671728652
UK_00996,Portsmouth,50.8198,-1.088,major_city,Birmingham Interchange,52.4506,-1.7242,junction,Milton Keynes,52.0406,-0.7594,,,,,,,169.8,LGV,2,Temperature Controlled,0.7,7/26/2025 8:44,7/26/2025 12:36,3.86,93.38,339.59,57,Express,DRV_4473,8,5,Saturday,1,1,Cloudy,Moderate,0.2,TRUE,4.109992841,4,0.935235015,0.35,1.999941107,1,0,0,0,0,0,0,0,0,1,0,1,0,0.5,0.5,0.2,0.3,0.233333333,-1.331545804,-1.778151753,-1.344964106,-1.51956799,-1.408634081,-1.344030837,-1.450887846,-0.286358997,0.185370547
UK_00997,Harwich,51.9454,1.2895,port,Leicester,52.6369,-1.1398,major_city,Rugby,52.3708,-1.2651,,,,,,,164.3,HGV_7.5t,5,Food & Beverages,1.7,7/26/2025 21:44,7/27/2025 2:09,4.42,139.65,424.99,53.8,Express,DRV_7563,21,5,Saturday,1,0,Cloudy,Light,0.1,TRUE,4.373839303,5,1,0.34,2.586670724,0,1,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.1,0.133333333,-1.351502588,-1.609535504,-1.268959966,-1.397710771,-1.250052384,-1.361117425,-1.508861976,1.340713701,0.671728652
UK_00998,Birmingham,52.4862,-1.8904,major_city,Leeds,53.8008,-1.5491,major_city,Chester,53.1935,-2.8938,Worcester,52.1936,-2.2216,,,,315.1,HGV_32t,20,General Freight,6.64,8/8/2025 16:53,8/8/2025 23:59,7.09,393.89,711.35,100.4,Next-Day,DRV_6012,16,4,Friday,0,0,Light Rain,Light,0.1,TRUE,7.19939068,4,0.984571131,0.332,2.25753729,1,1,0,0,0,0,0,0,0,0,1,1,0,0.9,0.8,0.3,0.1,0.166666667,-0.804323855,-0.776571237,-0.906583083,-0.728141304,-0.718302327,-1.112293981,-1.55524128,0.427986595,0.555864262
UK_00999,Northampton,52.2405,-0.9027,distribution,Exeter,50.7184,-3.5339,city,Hull,53.7443,-0.3377,Belfast,54.5973,-5.9301,,,,840.6,HGV_44t,26,Metal Goods,21.67,7/26/2025 17:59,7/27/2025 17:35,23.6,1218.87,1909.16,672.7,Standard,DRV_2551,17,5,Saturday,1,1,Clear,Light,0.2,TRUE,21.41984112,5,1,0.833461538,2.271187247,0,0,0,0,1,0,0,1,0,0,1,0,1,0.5,0.5,0.1,0.1,0.133333333,1.102456147,1.757730976,1.334181833,1.444535768,1.505945247,1.943535579,1.351938373,0.46583959,0.671728652
UK_01000,Birmingham Interchange,52.4506,-1.7242,junction,Swansea,51.6214,-3.9436,major_city,Birmingham,52.4862,-1.8904,Reading,51.4543,-0.9781,,,,281.9,HGV_44t,26,General Freight,10.5,7/12/2025 2:16,7/12/2025 9:22,7.09,408.82,626.74,109.3,Express,DRV_8951,2,5,Saturday,1,0,Light Rain,Light,0.1,FALSE,9.217395395,3,0.699944232,0.403846154,2.223270663,0,1,0,0,0,0,0,0,1,0,1,1,1,0.5,0.5,0.3,0.1,0.166666667,-0.92479026,-0.125712518,-0.906583083,-0.68882148,-0.875417051,-1.064771906,-1.138719452,0.332961066,-1.5815654
UK_01001,Stirling,56.1165,-3.9369,city,Luton,51.8787,-0.42,city,Durham,54.7753,-1.5849,,,,,,,453.7,HGV_44t,26,Retail,8.29,7/12/2025 12:54,7/13/2025 0:20,11.42,657.92,979.65,138.8,Standard,DRV_4999,12,5,Saturday,1,0,Light Rain,Moderate,0.1,TRUE,12.30967592,5,0.922094928,0.318846154,2.159246198,0,0,0,0,0,0,1,1,0,0,1,0,0,0.5,0.5,0.3,0.3,0.233333333,-0.301412897,-0.498354427,-0.318908214,-0.032788778,-0.2200884,-0.907254919,-1.631499559,0.155413425,0.086693957
UK_01002,Bath,51.3758,-2.3599,city,Edinburgh,55.9533,-3.1883,major_city,Nottingham,52.9548,-1.1581,Milton Keynes,52.0406,-0.7594,,,,574.8,HGV_18t,12,Temperature Controlled,10.62,7/18/2025 17:21,7/19/2025 8:55,15.56,632.27,1133.44,488.2,Next-Day,DRV_8287,17,4,Friday,0,1,Cloudy,Heavy,0.4,FALSE,23.2509026,3,0.505726054,0.885,1.971885873,0,1,0,0,0,0,1,0,0,0,1,1,1,0.5,0.8,0.2,0.6,0.4,0.137999202,-0.105478569,0.242979536,-0.100340921,0.06548864,0.958386962,1.650728121,-0.364159578,-3.04006316
UK_01003,Norwich,52.6309,1.2974,city,Wolverhampton,52.5861,-2.1289,major_city,Birmingham,52.4862,-1.8904,Felixstowe,51.9567,1.3511,,,,547.7,HGV_44t,26,Paper Products,10.27,7/28/2025 21:49,7/29/2025 12:40,14.84,794.16,1210.92,207.7,Same-Day,DRV_5178,21,0,Monday,0,0,Cloudy,Moderate,0.1,TRUE,16.12692851,5,0.91327975,0.395,2.210918386,0,1,0,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0.2,0.3,0.2,0.039666685,-0.164494256,0.145259927,0.326014495,0.209363464,-0.53935931,-1.19000426,0.298706696,0.020495635
UK_01004,Peterborough,52.5695,-0.2405,distribution,Stirling,56.1165,-3.9369,city,London,51.5074,-0.1278,Rugby,52.3708,-1.2651,,,,543.1,HGV_32t,20,E-commerce,11.84,7/25/2025 13:22,7/26/2025 5:34,16.2,678.91,1205.04,308.6,Standard,DRV_7106,13,4,Friday,0,0,Light Rain,Light,0.1,TRUE,16.92720322,5,0.955110912,0.592,2.218817897,0,0,0,0,1,0,0,1,0,0,1,0,1,0.5,0.5,0.3,0.1,0.166666667,0.022975556,0.100233254,0.32984141,0.022490734,0.198444724,-0.000597817,-0.047913894,0.320613003,0.334630267
UK_01005,Manchester,53.4808,-2.2426,major_city,Middlesbrough,54.5742,-1.235,city,Swansea,51.6214,-3.9436,Southampton,50.9097,-1.4044,,,,664.5,HGV_32t,20,Automotive,6.55,7/10/2025 12:31,7/11/2025 7:36,19.09,830.59,1444.94,209,Same-Day,DRV_2642,12,3,Thursday,0,0,Snow,Moderate,0.4,TRUE,20.12085576,5,0.946000222,0.3275,2.17447705,1,0,0,0,0,0,0,1,0,0,1,1,0,0.9,0.5,0.9,0.3,0.533333333,0.463476207,-0.7917467,0.722077062,0.421956974,0.643921881,-0.532417884,-1.581329639,0.197650434,0.266212772
UK_01006,Felixstowe,51.9567,1.3511,port,Rugby,52.3708,-1.2651,distribution,Gloucester,51.8642,-2.2446,Norwich,52.6309,1.2974,,,,569.9,HGV_18t,12,Construction Materials,5.72,8/1/2025 14:33,8/2/2025 6:58,16.42,626.85,1073.38,260.7,Same-Day,DRV_6225,14,4,Friday,0,0,Cloudy,Moderate,0.1,TRUE,15.49892727,5,1,0.476666667,1.883453237,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0.5,0.2,0.3,0.2,0.120219522,-0.931698186,0.359700179,-0.114615097,-0.046038488,-0.256362688,-0.716548863,-0.609394049,0.671728652
UK_01007,Bristol,51.4545,-2.5879,major_city,Coventry,52.4068,-1.5197,distribution,Hull,53.7443,-0.3377,,,,,,,375.3,HGV_32t,20,Automotive,15.82,7/15/2025 5:58,7/15/2025 15:48,9.82,469.14,762.45,285.1,Express,DRV_8351,5,1,Tuesday,0,0,Heavy Rain,Moderate,0.4,TRUE,10.68675899,4,0.911735337,0.791,2.03157474,1,0,0,0,0,1,0,0,0,0,1,1,1,0.8,0.5,0.6,0.3,0.433333333,-0.585887782,0.771325923,-0.5360629,-0.529962016,-0.623413279,-0.126077451,1.105771297,-0.198635079,0.008897738
UK_01008,Grimsby,53.575,-0.075,port,Daventry,52.2574,-1.1606,distribution,Harwich,51.9454,1.2895,Tilbury,51.4545,0.3584,,,,342.9,HGV_32t,20,Retail,9.44,7/22/2025 0:56,7/22/2025 9:53,8.95,428.62,802.65,155.3,Same-Day,DRV_6287,0,1,Tuesday,0,0,Clear,Light,0.1,TRUE,8.999897826,5,0.994424824,0.472,2.340769904,0,0,1,0,0,1,0,0,0,0,1,1,0,0.5,0.5,0.1,0.1,0.1,-0.703451383,-0.304445742,-0.654140761,-0.636675966,-0.548764751,-0.819152197,-0.743603457,0.658800772,0.629861398
UK_01009,Exeter,50.7184,-3.5339,city,Milton Keynes,52.0406,-0.7594,distribution,Inverness,57.4778,-4.2247,,,,,,,1041.8,HGV_18t,12,Textiles,6.71,7/16/2025 3:05,7/17/2025 3:52,24.77,1145.93,1755.96,559.1,Next-Day,DRV_5148,3,2,Wednesday,0,0,Fog,Light,0.4,TRUE,25.67017337,4,0.963658725,0.559166667,1.685505855,0,0,0,0,0,1,1,0,0,0,1,1,0,0.5,0.9,0.7,0.1,0.4,1.832511592,-0.7647681,1.492976197,1.252440122,1.221463795,1.336961688,-0.238262289,-1.158326252,0.398820791
UK_01010,Grimsby,53.575,-0.075,port,Inverness,57.4778,-4.2247,city,Milton Keynes,52.0406,-0.7594,Brighton,50.8225,-0.1372,Worcester,52.1936,-2.2216,974.9,HGV_32t,20,Paper Products,8.73,8/3/2025 13:03,8/4/2025 18:23,29.33,1218.63,1929.08,408.7,Standard,DRV_9058,13,6,Sunday,1,0,Clear,Moderate,0.1,TRUE,29.30983349,5,1,0.4365,1.978746538,0,0,1,0,0,0,0,1,0,0,1,0,0,0.5,0.5,0.1,0.3,0.166666667,1.589764528,-0.424163278,2.111867052,1.443903701,1.542935264,0.533892029,-0.949411619,-0.345134119,0.671728652
UK_01011,Felixstowe,51.9567,1.3511,port,Leeds,53.8008,-1.5491,major_city,Edinburgh,55.9533,-3.1883,,,,,,,606.3,HGV_18t,12,Construction Materials,6.53,7/26/2025 14:49,7/27/2025 4:47,13.96,666.97,1058.37,316.9,Express,DRV_6482,14,5,Saturday,1,0,Clear,Moderate,0.1,TRUE,13.15158379,5,1,0.544166667,1.74562098,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.8,0.1,0.3,0.166666667,0.252297147,-0.795119024,0.02582485,-0.008954591,-0.073910985,0.043720522,-0.325223484,-0.991619689,0.671728652
UK_01012,Reading,51.4543,-0.9781,city,Belfast,54.5973,-5.9301,major_city,Milton Keynes,52.0406,-0.7594,,,,,,,429.5,HGV_32t,20,Manufacturing,15.35,7/18/2025 8:59,7/18/2025 20:25,11.43,536.87,841.9,316.4,Express,DRV_5597,8,4,Friday,0,1,Clear,Heavy,0.4,FALSE,13.44761521,4,0.823480734,0.7675,1.960186263,0,1,0,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0.1,0.6,0.366666667,-0.389222747,0.692076286,-0.317550998,-0.351587488,-0.475880306,0.041050742,0.969532091,-0.396604022,-0.653857637
UK_01013,Durham,54.7753,-1.5849,city,Leeds,53.8008,-1.5491,major_city,Felixstowe,51.9567,1.3511,,,,,,,548.2,LGV,2,Automotive,1.19,7/17/2025 7:44,7/17/2025 19:33,11.81,301.5,734.76,312.8,Standard,DRV_8631,7,3,Thursday,0,1,Cloudy,Severe,0.4,FALSE,15.21944037,2,0.711309029,0.595,1.340313754,0,1,0,0,0,0,1,0,0,0,1,0,0,0.5,0.8,0.2,0.9,0.5,0.041480938,-1.695529791,-0.26597676,-0.9714607,-0.67483163,0.02182833,-0.030521655,-2.115585996,-1.4962205
UK_01014,York,53.96,-1.0873,city,Lancaster,54.0469,-2.801,city,Plymouth,50.3755,-4.1427,Belfast,54.5973,-5.9301,,,,948,HGV_44t,26,Electronics,8.05,8/9/2025 13:19,8/10/2025 14:39,25.33,1374.62,2083.46,281.7,Express,DRV_8355,13,5,Saturday,1,0,Cloudy,Light,0.1,TRUE,24.36470633,4,1,0.309615385,2.197742616,0,0,0,0,0,0,1,1,0,0,1,1,0,0.5,0.5,0.2,0.1,0.133333333,1.492157711,-0.538822327,1.568980337,1.854720808,1.829607892,-0.144231951,-1.685014141,0.262168681,0.671728652
UK_01015,Bristol,51.4545,-2.5879,major_city,Warrington,53.39,-2.597,distribution,Wolverhampton,52.5861,-2.1289,,,,,,,180.5,Van,1,Automotive,0.43,7/12/2025 13:29,7/12/2025 17:23,3.89,72.2,226.38,74.9,Next-Day,DRV_6331,13,5,Saturday,1,0,Fog,Light,0.4,TRUE,4.041123783,5,0.961150698,0.43,1.254182825,1,0,0,0,0,1,0,0,0,0,0,1,0,0.8,0.5,0.7,0.1,0.4,-1.292720788,-1.82367814,-1.340892455,-1.575347888,-1.618856961,-1.248452733,-0.987094804,-2.354437553,0.379986551
UK_01016,York,53.96,-1.0873,city,Sunderland,54.9069,-1.3838,city,Harwich,51.9454,1.2895,Norwich,52.6309,1.2974,Stirling,56.1165,-3.9369,870.1,LGV,2,General Freight,1.44,7/17/2025 1:36,7/17/2025 21:27,19.84,478.53,1069.16,602,Express,DRV_8638,1,3,Thursday,0,0,Fog,Moderate,0.4,TRUE,21.63796197,5,0.909376917,0.72,1.228778301,0,0,0,0,0,0,1,1,0,0,1,1,0,0.5,0.5,0.7,0.3,0.466666667,1.209497079,-1.653375729,0.823868321,-0.505232401,-0.053874726,1.566028765,0.694154973,-2.424887393,-0.008813021
UK_01017,Grimsby,53.575,-0.075,port,Bristol,51.4545,-2.5879,major_city,Daventry,52.2574,-1.1606,York,53.96,-1.0873,,,,551.9,HGV_44t,26,Temperature Controlled,20.11,7/16/2025 19:31,7/17/2025 12:37,17.1,800.21,1281.69,409.9,Next-Day,DRV_2657,19,2,Wednesday,0,1,Fog,Severe,0.7,FALSE,20.99892259,4,0.771992831,0.773461538,2.322322885,0,1,1,0,0,0,0,0,0,0,1,1,1,0.5,0.8,0.7,0.9,0.766666667,0.05490641,1.494689628,0.451990921,0.341947847,0.340778297,0.5402995,1.004093592,0.607644941,-1.040510379
UK_01018,Southampton,50.9097,-1.4044,major_city,Glasgow,55.8642,-4.2518,major_city,Nottingham,52.9548,-1.1581,,,,,,,504.3,HGV_44t,26,Textiles,16.28,7/31/2025 13:50,8/1/2025 4:16,14.43,731.3,1234.23,303.1,Same-Day,DRV_2385,13,3,Thursday,0,0,Clear,Light,0.1,TRUE,13.86100326,5,1,0.626153846,2.447412255,1,1,0,0,0,0,0,0,0,0,1,1,1,0.5,0.8,0.1,0.1,0.1,-0.117810484,0.848889397,0.089614039,0.160465657,0.252648468,-0.029965391,0.150090058,0.954533001,0.671728652
UK_01019,Scotch Corner,54.4033,-1.6622,junction,Warrington,53.39,-2.597,distribution,Bath,51.3758,-2.3599,,,,,,,469.3,HGV_44t,26,Metal Goods,14.27,7/15/2025 5:10,7/15/2025 16:42,11.53,680.52,1101.35,247.3,Standard,DRV_9123,5,1,Tuesday,0,0,Cloudy,Moderate,0.1,TRUE,12.26241068,4,0.936477824,0.548846154,2.346793096,0,0,0,0,0,1,0,0,1,0,1,0,1,0.5,0.5,0.2,0.3,0.2,-0.244808201,0.509970738,-0.30397883,0.026730849,0.005899804,-0.327912778,-0.298094564,0.675503818,0.194703526
UK_01020,York,53.96,-1.0873,city,Bristol,51.4545,-2.5879,major_city,Reading,51.4543,-0.9781,,,,,,,292.6,HGV_44t,26,Chemical Products,10.83,7/18/2025 5:51,7/18/2025 13:13,7.37,424.33,656.5,117,Standard,DRV_1912,5,4,Friday,0,0,Light Rain,Moderate,0.1,TRUE,7.17680407,5,1,0.416538462,2.243677375,0,1,0,0,0,0,1,0,0,0,1,0,1,0.5,0.8,0.3,0.3,0.233333333,-0.885965244,-0.070069156,-0.868581013,-0.647974161,-0.820154857,-1.023657303,-1.065136902,0.389551364,0.671728652
UK_01021,Southampton,50.9097,-1.4044,major_city,Wolverhampton,52.5861,-2.1289,major_city,London,51.5074,-0.1278,,,,,,,242.1,HGV_44t,26,Food & Beverages,23.3,8/6/2025 10:31,8/6/2025 15:51,5.34,351.05,568.59,208.3,Same-Day,DRV_3949,10,2,Wednesday,0,0,Clear,Moderate,0.1,TRUE,5.129399186,5,1,0.896153846,2.348574969,1,1,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.1,0.3,0.166666667,-1.069204806,2.032575461,-1.144096021,-0.840965234,-0.983397445,-0.536155575,1.715391574,0.680445169,0.671728652
UK_01022,Preston,53.7632,-2.7031,city,Scotch Corner,54.4033,-1.6622,junction,Milton Keynes,52.0406,-0.7594,Belfast,54.5973,-5.9301,Doncaster,53.5228,-1.1288,836.1,HGV_32t,20,E-commerce,8.4,7/28/2025 13:48,7/29/2025 7:52,18.07,1045.07,1531.95,337.1,Standard,DRV_2963,13,0,Monday,0,0,Clear,Light,0.1,TRUE,17.58794173,4,1,0.42,1.832256907,0,0,0,0,0,0,1,0,0,1,1,0,0,0.5,0.5,0.1,0.1,0.1,1.086127869,-0.47980664,0.583640949,0.986814035,0.805493233,0.151579612,-1.045068934,-0.751367709,0.671728652
UK_01023,Swansea,51.6214,-3.9436,major_city,Sunderland,54.9069,-1.3838,city,Portsmouth,50.8198,-1.088,,,,,,,557.4,HGV_44t,26,Temperature Controlled,16.9,7/26/2025 3:28,7/26/2025 18:31,15.04,808.24,1223.77,347.8,Express,DRV_8950,3,5,Saturday,1,0,Heavy Rain,Light,0.4,TRUE,16.02581165,5,0.934454013,0.65,2.19549695,1,0,0,0,0,0,0,1,0,0,1,1,1,0.5,0.5,0.6,0.1,0.366666667,0.074863195,0.953431471,0.172404263,0.36309575,0.233224996,0.208712892,0.288336061,0.255941176,0.179505541
UK_01024,Watford Gap,52.3067,-1.1222,junction,Aberdeen,57.1497,-2.0943,port,Edinburgh,55.9533,-3.1883,Reading,51.4543,-0.9781,York,53.96,-1.0873,1348,HGV_32t,20,Retail,8.08,7/15/2025 5:49,7/16/2025 12:08,30.31,1685.05,2550.21,522.5,Express,DRV_9670,5,1,Tuesday,0,0,Cloudy,Light,0.1,TRUE,32.19487869,4,0.937813306,0.404,1.891847181,0,0,0,1,0,0,0,0,1,0,1,1,0,0.5,0.5,0.2,0.1,0.133333333,2.943560186,-0.53376384,2.244874297,2.672272922,2.696329288,1.141533832,-1.137827542,-0.586116621,0.20473244
UK_01025,Bath,51.3758,-2.3599,city,Dover,51.1279,1.3134,port,Lancaster,54.0469,-2.801,,,,,,,551.5,HGV_32t,20,Textiles,12.03,8/2/2025 18:20,8/3/2025 9:06,14.76,689.32,1067.51,318.4,Same-Day,DRV_8379,18,5,Saturday,1,1,Clear,Moderate,0.2,TRUE,16.17335093,5,0.904244517,0.6015,1.935648232,0,0,0,1,0,0,1,0,0,0,1,1,1,0.5,0.9,0.1,0.3,0.2,0.053455008,0.132270342,0.134402193,0.049906633,-0.056938658,0.05172986,0.007161529,-0.464650971,-0.04735521
UK_01026,Bristol,51.4545,-2.5879,major_city,Edinburgh,55.9533,-3.1883,major_city,Preston,53.7632,-2.7031,,,,,,,401.1,HGV_32t,20,General Freight,11.09,7/29/2025 19:44,7/30/2025 4:16,8.53,501.41,803.26,213.6,Standard,DRV_2467,19,1,Tuesday,0,1,Heavy Rain,Severe,0.7,FALSE,12.63645722,4,0.518586492,0.5545,2.002642732,1,1,0,0,0,0,0,0,0,0,1,0,1,0.8,0.8,0.6,0.9,0.733333333,-0.492272323,-0.026228932,-0.711143866,-0.444975362,-0.547632025,-0.507855913,-0.265316883,-0.278867061,-2.943486614
