route_id,origin_name,origin_location,origin_latitude,origin_longitude,destination_name,destination_location,destination_latitude,destination_longitude,waypoints_json,waypoint_count,distance_km,estimated_driving_time_hours,total_time_hours,breaks_required,avg_speed_kmh,vehicle_type,vehicle_max_weight_kg,vehicle_height_m,vehicle_width_m,vehicle_length_m,cargo_volume_m3,euro_standard,cargo_weight_kg,load_factor,cargo_type,fuel_consumption_liters,co2_emissions_kg,nox_emissions_g,pm_emissions_g,emissions_per_km_kg,fuel_cost_gbp,driver_cost_gbp,vehicle_cost_gbp,insurance_cost_gbp,maintenance_cost_gbp,caz_cost_gbp,toll_cost_gbp,hgv_levy_gbp,lez_cost_gbp,total_cost_gbp,cost_per_km_gbp,efficiency_score,fuel_efficiency_actual_kmpl,on_time_delivery,customer_satisfaction_1_5,optimization_objective,traffic_delay_minutes,weather_condition,weather_delay_minutes,month,day_of_week,is_peak_season,is_weekend,route_compliant,bridge_restrictions,weight_restrictions,data_source,generation_timestamp,dataset_version
RT000443,Liverpool Port,Liverpool,53.4053,-2.9977,Birmingham Central,Birmingham,52.4862,-1.8904,"[{""lat"": 52.5861, ""lon"": -2.1289, ""name"": ""Wolverhampton"", ""type"": ""intermediate""}]",1,157.2,2.43,2.43,0,64.8,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,12470,0.693,food,46.95,125.84,236.226,5.2585,0.801,69.49,40.04,139.86,18.86,23.57,0,0,10,0,301.83,1.921,70.08,3.35,Yes,4.2,fastest,0,heavy_rain,19,12,7,Yes,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.503613,2
RT000444,iPort Doncaster,Doncaster,53.4939,-1.0042,Manchester Central,Manchester,53.4808,-2.2426,"[{""lat"": 53.7297, ""lon"": -1.6653, ""name"": ""M62 J26 Chain Bar"", ""type"": ""junction""}]",1,113.2,1.94,1.94,0,58.5,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,19271,0.741,construction,35.63,95.49,180.185,2.9417,0.844,52.73,31.94,100.71,13.58,16.97,0,0,10,0,225.94,1.997,77.93,3.18,Yes,3.5,cheapest,0,light_rain,0,9,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.503882,2
RT000445,DIRFT Daventry,Daventry,52.2574,-1.1606,Cardiff Bay,Cardiff,51.4816,-3.1791,"[{""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}, {""lat"": 52.4228, ""lon"": -2.0208, ""name"": ""Frankley Services"", ""type"": ""service_area""}]",2,287.5,5.05,5.8,1,57,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,21957,0.499,paper,95.69,256.44,556.813,8.2515,0.892,141.62,95.62,255.84,34.5,43.12,0,0,10,0,580.7,2.02,68.77,3,Yes,4.5,fastest,0,fog,48,1,2,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.504150,2
RT000446,Newcastle Hub,Newcastle,54.9783,-1.6178,Birmingham Central,Birmingham,52.4862,-1.8904,"[{""lat"": 53.6308, ""lon"": -2.6969, ""name"": ""Charnock Richard"", ""type"": ""service_area""}, {""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}, {""lat"": 52.5695, ""lon"": -0.2405, ""name"": ""Peterborough"", ""type"": ""intermediate""}]",3,588,8.79,9.54,1,66.9,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,26782,0.609,electronics,179.55,481.19,798.011,19.4263,0.818,265.73,157.4,523.3,70.56,88.2,100,4.13,10,0,1219.32,2.074,59.72,3.27,Yes,4.2,greenest,0,cloudy,0,12,5,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.504415,2
RT000447,Omega Warrington,Warrington,53.429,-2.6542,Nottingham Hub,Nottingham,52.9548,-1.1581,"[{""lat"": 53.0027, ""lon"": -2.1794, ""name"": ""Stoke-on-Trent"", ""type"": ""intermediate""}, {""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}]",2,147.8,2.3,2.3,0,64.4,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,25353,0.792,food,49.43,132.48,202.434,5.6079,0.896,73.16,37.9,131.55,17.74,22.17,0,0,10,0,292.52,1.979,75.17,2.99,No,4.5,balanced,0,light_rain,0,2,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.504657,2
RT000448,Southampton Port,Southampton,50.8957,-1.3958,East Midlands Gateway,Castle Donington,52.8313,-1.3283,"[{""lat"": 52.3067, ""lon"": -1.1222, ""name"": ""Watford Gap"", ""type"": ""service_area""}, {""lat"": 52.6167, ""lon"": -1.1667, ""name"": ""Leicester Forest East"", ""type"": ""service_area""}]",2,277.3,4.62,5.37,1,60.1,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,41181,0.936,metals,88.25,236.5,364.18,10.5485,0.853,130.6,88.55,246.78,33.27,41.59,0,0,10,0,550.79,1.986,93.2,3.14,Yes,4.5,greenest,0,heavy_rain,24,11,5,Yes,No,Yes,Height 4.0m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.504933,2
RT000449,DIRFT Daventry,Daventry,52.2574,-1.1606,Leeds Central,Leeds,53.8008,-1.5491,"[{""lat"": 52.4228, ""lon"": -2.0208, ""name"": ""Frankley Services"", ""type"": ""service_area""}, {""lat"": 53.1417, ""lon"": -1.3389, ""name"": ""Tibshelf Services"", ""type"": ""service_area""}]",2,300.1,5.08,5.83,1,59.1,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,18111,0.566,machinery,87.01,233.19,474.585,11.4003,0.777,128.78,96.18,267.06,36.01,45.01,0,23.54,10,0,606.59,2.021,59.96,3.45,Yes,4.8,balanced,0,fog,42,1,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.505191,2
RT000450,Bristol Port,Bristol,51.5103,-2.7139,Grimsby Port,Grimsby,53.575,-0.075,"[{""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}, {""lat"": 52.3333, ""lon"": -0.25, ""name"": ""A1/A14 Junction"", ""type"": ""junction""}]",2,508.5,8.68,9.43,1,58.6,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,28837,0.721,food,171.71,460.18,803.567,19.0213,0.905,254.13,155.57,452.6,61.02,76.28,0,5.38,10,0,1014.99,1.996,77.73,2.96,Yes,4.8,fastest,2.8,heavy_rain,28,3,6,Yes,Yes,Yes,None,7.5t limit,Synthetic - UK Logistics Research,2025-07-10T12:44:22.505428,2
RT000451,Grimsby Port,Grimsby,53.575,-0.075,Magna Park DC,Lutterworth,52.4372,-1.1986,"[{""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}, {""lat"": 52.3333, ""lon"": -0.25, ""name"": ""A1/A14 Junction"", ""type"": ""junction""}, {""lat"": 52.3067, ""lon"": -1.1222, ""name"": ""Watford Gap"", ""type"": ""service_area""}]",3,390.2,7.03,7.78,1,55.5,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,15831,0.495,textiles,119.53,320.34,575.178,15.3741,0.821,176.9,128.38,347.3,46.83,58.53,0,22.97,10,0,790.91,2.027,78.42,3.26,Yes,5,greenest,0,light_rain,0,4,4,No,No,Yes,Height 4.2m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.505684,2
RT000452,iPort Doncaster,Doncaster,53.4939,-1.0042,London Central,London,51.5074,-0.1278,"[{""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}, {""lat"": 52.3333, ""lon"": -0.25, ""name"": ""A1/A14 Junction"", ""type"": ""junction""}]",2,387.4,5.91,6.66,1,65.6,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,22074,0.502,pharmaceuticals,128.27,343.76,671.079,15.405,0.887,189.84,109.88,344.76,46.48,58.11,100,14,10,100,973.06,2.512,87.59,3.02,Yes,4.2,greenest,0,light_rain,0,8,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.505983,2
RT000453,Dover Port,Dover,51.1279,1.3134,Tilbury Port,Tilbury,51.4545,0.3584,[],0,88,1.35,1.35,0,65.2,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,24127,0.548,pharmaceuticals,28.26,75.74,148.653,3.4468,0.861,41.82,22.28,78.3,10.56,13.2,0,0,10,0,176.16,2.002,87.55,3.11,Yes,4,greenest,0,light_rain,0,6,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.506210,2
RT000454,Newcastle Hub,Newcastle,54.9783,-1.6178,Birmingham Central,Birmingham,52.4862,-1.8904,"[{""lat"": 53.6308, ""lon"": -2.6969, ""name"": ""Charnock Richard"", ""type"": ""service_area""}, {""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}, {""lat"": 52.5695, ""lon"": -0.2405, ""name"": ""Peterborough"", ""type"": ""intermediate""}]",3,621.5,10.5,12,2,59.2,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,14216,0.79,metals,198.14,531.01,1030.316,17.2265,0.854,293.25,198.03,553.12,74.58,93.22,100,5.19,10,0,1327.4,2.136,80.98,3.14,Yes,4,greenest,33.8,clear,0,3,6,Yes,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.506461,2
RT000455,Cardiff Bay,Cardiff,51.4816,-3.1791,Sheffield Hub,Sheffield,53.3811,-1.4701,"[{""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}]",1,333.9,5.01,5.76,1,66.7,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,27002,0.675,pharmaceuticals,105.27,282.13,569.6,9.3653,0.845,155.8,94.98,297.18,40.07,50.09,0,0.29,10,0,648.41,1.942,87.35,3.17,Yes,4.5,greenest,0,light_rain,0,6,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.506699,2
RT000456,Omega Warrington,Warrington,53.429,-2.6542,Trafford Park DC,Manchester,53.4668,-2.3141,[],0,27.8,0.41,0.41,0,68.4,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,34855,0.792,automotive,9.68,25.95,51.966,1.0626,0.934,14.33,6.71,24.74,3.34,4.17,0,0,10,0,63.28,2.277,87.89,2.87,Yes,4.2,cheapest,0,cloudy,0,1,6,No,Yes,No,Height 4.0m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.506940,2
RT000457,Newcastle Hub,Newcastle,54.9783,-1.6178,Grimsby Port,Grimsby,53.575,-0.075,"[{""lat"": 53.9444, ""lon"": -1.3847, ""name"": ""Wetherby Services"", ""type"": ""service_area""}, {""lat"": 53.96, ""lon"": -1.0873, ""name"": ""York"", ""type"": ""intermediate""}, {""lat"": 53.7297, ""lon"": -1.6653, ""name"": ""M62 J26 Chain Bar"", ""type"": ""junction""}]",3,356.2,6.26,7.01,1,56.9,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,16673,0.641,electronics,113.91,305.27,657.152,8.2058,0.857,168.58,115.65,317,42.74,53.43,0,6.82,10,0,714.22,2.005,73.11,3.13,Yes,4,greenest,0,heavy_rain,11,9,2,No,No,Yes,None,18t limit,Synthetic - UK Logistics Research,2025-07-10T12:44:22.507175,2
RT000458,Glasgow Central,Glasgow,55.8642,-4.2518,London Central,London,51.5074,-0.1278,"[{""lat"": 53.7297, ""lon"": -1.6653, ""name"": ""M62 J26 Chain Bar"", ""type"": ""junction""}, {""lat"": 53.1417, ""lon"": -1.3389, ""name"": ""Tibshelf Services"", ""type"": ""service_area""}, {""lat"": 52.6167, ""lon"": -1.1667, ""name"": ""Leicester Forest East"", ""type"": ""service_area""}, {""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}]",4,748.1,13.25,14.75,2,56.4,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,21121,0.48,automotive,236.89,634.85,1470.38,15.8166,0.849,350.59,243.44,665.79,89.77,112.21,50,16.84,10,0,1538.65,2.057,93.21,3.16,No,4.2,greenest,38.7,clear,0,11,5,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.507446,2
RT000459,Manchester Central,Manchester,53.4808,-2.2426,Hull Port,Hull,53.7333,-0.3167,"[{""lat"": 53.6308, ""lon"": -2.6969, ""name"": ""Charnock Richard"", ""type"": ""service_area""}, {""lat"": 53.1417, ""lon"": -1.3389, ""name"": ""Tibshelf Services"", ""type"": ""service_area""}]",2,270.3,4.42,4.42,0,61.1,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,19186,0.436,textiles,91.86,246.18,426.131,7.8449,0.911,135.95,72.98,240.53,32.43,40.54,0,0,10,0,532.42,1.97,87.4,2.94,Yes,4.5,balanced,41.8,cloudy,0,8,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.507684,2
RT000460,iPort Doncaster,Doncaster,53.4939,-1.0042,Glasgow Central,Glasgow,55.8642,-4.2518,"[{""lat"": 53.0027, ""lon"": -2.1794, ""name"": ""Stoke-on-Trent"", ""type"": ""intermediate""}, {""lat"": 53.6308, ""lon"": -2.6969, ""name"": ""Charnock Richard"", ""type"": ""service_area""}]",2,534,9.38,10.88,2,56.9,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,17361,0.434,paper,170.44,456.79,1018.703,19.0665,0.855,252.25,179.55,475.26,64.08,80.1,0,23.8,10,0,1085.05,2.032,67.43,3.13,Yes,4.2,cheapest,0,cloudy,0,12,7,Yes,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.507963,2
RT000461,Manchester Central,Manchester,53.4808,-2.2426,Sheffield Hub,Sheffield,53.3811,-1.4701,[],0,66.5,1.02,1.02,0,65.1,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,14897,0.828,chemicals,22.51,60.33,107.089,2.6313,0.907,33.32,16.86,59.18,7.98,9.97,0,0,10,0,137.31,2.065,58.33,2.95,Yes,3.5,fastest,0,heavy_rain,22,8,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.508194,2
RT000462,Edinburgh Hub,Edinburgh,55.9533,-3.1883,Portsmouth Port,Portsmouth,50.8025,-1.1088,"[{""lat"": 53.3258, ""lon"": -1.2031, ""name"": ""Woodall Services"", ""type"": ""service_area""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}]",2,796.6,13.42,14.92,2,59.3,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,17143,0.659,food,252.07,675.54,1501.887,21.3371,0.848,373.06,246.22,708.98,95.59,119.49,0,9.75,10,0,1563.09,1.962,77.07,3.16,Yes,4.5,greenest,14.2,clear,0,12,7,Yes,Yes,Yes,None,18t limit,Synthetic - UK Logistics Research,2025-07-10T12:44:22.508467,2
RT000463,ProLogis Park DC,Birmingham,52.5031,-1.7764,Bristol DC,Bristol,51.4545,-2.5879,"[{""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}, {""lat"": 52.3708, ""lon"": -1.2651, ""name"": ""Rugby"", ""type"": ""intermediate""}]",2,219.9,3.53,3.53,0,62.2,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,25509,0.797,automotive,73.51,197.01,405.441,4.9422,0.896,108.8,58.33,195.74,26.39,32.99,0,0,10,0,432.25,1.965,61.64,2.99,Yes,4.8,fastest,0,clear,0,3,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.508724,2
RT000464,Hull Port,Hull,53.7333,-0.3167,Omega Warrington,Warrington,53.429,-2.6542,"[{""lat"": 53.7297, ""lon"": -1.6653, ""name"": ""M62 J26 Chain Bar"", ""type"": ""junction""}, {""lat"": 53.2989, ""lon"": -2.4144, ""name"": ""Knutsford Services"", ""type"": ""service_area""}, {""lat"": 53.7632, ""lon"": -2.7031, ""name"": ""Preston"", ""type"": ""intermediate""}]",3,314.6,4.95,5.7,1,63.5,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,10205,0.393,electronics,107.46,287.99,612.57,8.5879,0.915,159.04,94.11,279.98,37.75,47.19,0,9.74,10,0,637.81,2.027,94.2,2.93,Yes,4.8,fastest,42.3,clear,0,2,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.509019,2
RT000465,DIRFT Daventry,Daventry,52.2574,-1.1606,Liverpool Port,Liverpool,53.4053,-2.9977,"[{""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}, {""lat"": 52.6133, ""lon"": -1.9794, ""name"": ""M6 J10 Walsall"", ""type"": ""junction""}, {""lat"": 53.0027, ""lon"": -2.1794, ""name"": ""Stoke-on-Trent"", ""type"": ""intermediate""}]",3,266.6,4.35,4.35,0,61.3,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,23106,0.525,chemicals,80.19,214.92,324.704,5.6933,0.806,118.69,71.74,237.29,31.99,39.99,0,0,10,0,509.7,1.912,80.42,3.32,No,4,greenest,30.5,light_rain,0,4,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.509286,2
RT000466,East Midlands Gateway,Castle Donington,52.8313,-1.3283,Dover Port,Dover,51.1279,1.3134,"[{""lat"": 52.6133, ""lon"": -1.9794, ""name"": ""M6 J10 Walsall"", ""type"": ""junction""}, {""lat"": 52.5861, ""lon"": -2.1289, ""name"": ""Wolverhampton"", ""type"": ""intermediate""}, {""lat"": 52.0406, ""lon"": -0.7594, ""name"": ""Milton Keynes"", ""type"": ""intermediate""}]",3,464.1,7.13,7.88,1,65.1,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,36865,0.838,textiles,142.07,380.74,584.204,13.8329,0.82,210.26,129.96,413.02,55.69,69.61,0,9.75,10,0,898.28,1.936,70.27,3.27,Yes,4.8,cheapest,8.1,clear,0,12,7,Yes,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.509559,2
RT000467,Trafford Park DC,Manchester,53.4668,-2.3141,Nottingham Hub,Nottingham,52.9548,-1.1581,"[{""lat"": 53.0027, ""lon"": -2.1794, ""name"": ""Stoke-on-Trent"", ""type"": ""intermediate""}, {""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}]",2,189.7,2.83,2.83,0,67.1,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,11342,0.63,pharmaceuticals,61.9,165.88,368.99,5.5199,0.874,91.6,46.63,168.83,22.76,28.45,0,0,10,0,368.28,1.941,59.52,3.06,Yes,4.8,fastest,0,fog,58,3,6,Yes,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.509828,2
RT000468,Leeds Central,Leeds,53.8008,-1.5491,Newcastle Hub,Newcastle,54.9783,-1.6178,"[{""lat"": 53.9444, ""lon"": -1.3847, ""name"": ""Wetherby Services"", ""type"": ""service_area""}, {""lat"": 53.96, ""lon"": -1.0873, ""name"": ""York"", ""type"": ""intermediate""}]",2,208.2,2.99,2.99,0,69.7,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,20873,0.522,paper,64.84,173.77,334.421,6.0205,0.835,95.96,49.28,185.31,24.99,31.23,0,0,10,0,396.78,1.906,83.1,3.21,Yes,4.8,cheapest,0,clear,0,7,3,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.510096,2
RT000469,London Gateway DC,Stanford-le-Hope,51.5086,0.4367,Birmingham Central,Birmingham,52.4862,-1.8904,"[{""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}]",2,249.6,4.53,5.28,1,55,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,18032,0.564,textiles,82.16,220.2,387.686,5.9554,0.882,121.6,87.2,222.16,29.95,37.44,0,0,10,100,608.36,2.437,71.46,3.04,Yes,4.5,balanced,0,heavy_rain,22,3,7,No,Yes,Yes,Height 3.8m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.510352,2
RT000470,Bristol Port,Bristol,51.5103,-2.7139,Edinburgh Hub,Edinburgh,55.9533,-3.1883,"[{""lat"": 53.0027, ""lon"": -2.1794, ""name"": ""Stoke-on-Trent"", ""type"": ""intermediate""}]",1,601.8,10.47,11.97,2,57.5,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,30372,0.759,paper,168.58,451.79,1100.479,12.5627,0.751,249.5,197.52,535.56,72.21,90.26,0,5.22,10,0,1160.27,1.928,65.67,3.57,No,4.2,fastest,0,clear,0,5,6,No,Yes,Yes,Height 3.8m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.510599,2
RT000471,iPort Doncaster,Doncaster,53.4939,-1.0042,Dover Port,Dover,51.1279,1.3134,"[{""lat"": 53.2989, ""lon"": -2.4144, ""name"": ""Knutsford Services"", ""type"": ""service_area""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}, {""lat"": 52.3539, ""lon"": -2.0644, ""name"": ""Hopwood Park"", ""type"": ""service_area""}]",3,622.3,8.94,9.69,1,69.6,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,25181,0.63,retail,179.05,479.85,1197.787,18.0992,0.771,264.99,159.93,553.83,74.67,93.34,0,21.77,10,0,1178.54,1.894,58.47,3.48,Yes,3.5,greenest,0,clear,0,5,4,No,No,Yes,Height 3.8m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.510990,2
RT000472,Cardiff Bay,Cardiff,51.4816,-3.1791,Liverpool Port,Liverpool,53.4053,-2.9977,"[{""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}]",1,306,5.39,6.14,1,56.8,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,32593,0.815,chemicals,105.03,281.49,463.54,7.5554,0.92,155.45,101.35,272.38,36.73,45.91,0,18.41,10,0,640.22,2.092,89.9,2.91,Yes,4.5,cheapest,0,clear,0,5,3,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.511238,2
RT000473,Southampton Port,Southampton,50.8957,-1.3958,Cardiff Bay,Cardiff,51.4816,-3.1791,"[{""lat"": 51.5556, ""lon"": -2.5611, ""name"": ""M5 J15 Almondsbury"", ""type"": ""junction""}]",1,177.2,2.74,2.74,0,64.6,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,13469,0.337,electronics,60.45,162.02,241.888,6.7454,0.914,89.47,45.26,157.68,21.26,26.58,0,0,10,0,350.25,1.977,79.26,2.93,Yes,4.2,fastest,0,light_rain,0,9,1,No,No,Yes,Height 3.8m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.511468,2
RT000474,Tilbury Port,Tilbury,51.4545,0.3584,Glasgow Central,Glasgow,55.8642,-4.2518,"[{""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}, {""lat"": 53.3258, ""lon"": -1.2031, ""name"": ""Woodall Services"", ""type"": ""service_area""}]",2,779.8,12.36,13.86,2,63.1,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,23095,0.722,automotive,259.11,694.41,937.659,19.0094,0.89,383.48,228.76,694.03,93.58,116.97,0,4.11,10,0,1530.92,1.963,77.92,3.01,Yes,4,cheapest,0,light_rain,0,8,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.511732,2
RT000475,Southampton Port,Southampton,50.8957,-1.3958,iPort Doncaster,Doncaster,53.4939,-1.0042,"[{""lat"": 52.0406, ""lon"": -0.7594, ""name"": ""Milton Keynes"", ""type"": ""intermediate""}, {""lat"": 52.4228, ""lon"": -2.0208, ""name"": ""Frankley Services"", ""type"": ""service_area""}, {""lat"": 52.5861, ""lon"": -2.1289, ""name"": ""Wolverhampton"", ""type"": ""intermediate""}, {""lat"": 53.1417, ""lon"": -1.3389, ""name"": ""Tibshelf Services"", ""type"": ""service_area""}]",4,488.3,7.78,8.53,1,62.8,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,8461,0.47,retail,165.98,444.83,736.378,13.4511,0.911,245.65,140.75,434.56,58.59,73.24,0,8.31,10,0,971.11,1.989,59.9,2.94,Yes,4.5,greenest,0,fog,27,5,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.512042,2
RT000476,London Gateway DC,Stanford-le-Hope,51.5086,0.4367,Cardiff Bay,Cardiff,51.4816,-3.1791,"[{""lat"": 52.3333, ""lon"": -0.25, ""name"": ""A1/A14 Junction"", ""type"": ""junction""}, {""lat"": 52.3708, ""lon"": -1.2651, ""name"": ""Rugby"", ""type"": ""intermediate""}, {""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}]",3,437.7,6.87,7.62,1,63.7,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,14694,0.459,machinery,136.2,365.03,711.767,10.5508,0.834,201.58,125.73,389.54,52.52,65.65,0,1.99,10,0,847.02,1.935,86.24,3.21,Yes,4.5,cheapest,0,light_rain,0,1,4,No,No,Yes,Height 4.0m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.512317,2
RT000477,ProLogis Park DC,Birmingham,52.5031,-1.7764,Cardiff Bay,Cardiff,51.4816,-3.1791,"[{""lat"": 52.5861, ""lon"": -2.1289, ""name"": ""Wolverhampton"", ""type"": ""intermediate""}, {""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}]",2,249.3,4.5,5.25,1,55.4,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,16903,0.528,plastics,78.3,209.84,440.469,8.9839,0.842,115.88,86.64,221.9,29.92,37.4,0,0,10,0,501.75,2.012,85.61,3.18,Yes,4.8,fastest,0,light_rain,0,3,2,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.512570,2
RT000478,Liverpool Port,Liverpool,53.4053,-2.9977,Felixstowe Port,Felixstowe,51.9567,1.3511,"[{""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}, {""lat"": 53.9444, ""lon"": -1.3847, ""name"": ""Wetherby Services"", ""type"": ""service_area""}, {""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}, {""lat"": 52.0406, ""lon"": -0.7594, ""name"": ""Milton Keynes"", ""type"": ""intermediate""}]",4,749.7,11.95,13.45,2,62.7,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,29462,0.737,automotive,220.61,591.23,1011.951,26.1675,0.789,326.5,221.91,667.2,89.96,112.45,0,19.81,10,0,1447.83,1.931,82.03,3.4,Yes,3.5,balanced,0,light_rain,0,6,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.512875,2
